timestamp,frame_number,right_elbow_angle,right_elbow_state,left_elbow_angle,left_elbow_state,right_shoulder_angle,right_shoulder_state,left_shoulder_angle,left_shoulder_state,right_hip_angle,right_hip_state,left_hip_angle,left_hip_state,right_knee_angle,right_knee_state,left_knee_angle,left_knee_state,body_tilt_angle,neck_trunk_angle_angle,neck_trunk_angle_state,body_tilt_state,lateral_tilt_angle,lateral_tilt_state,head_horizontal_rotation_angle,head_horizontal_rotation_state,head_vertical_nod_angle,head_vertical_nod_state,head_shake_horizontal_detected,head_shake_vertical_detected,head_shake_alerts,is_forward_leaning,forward_lean_score,forward_lean_ratio,avg_forward_lean_score,hip_center_x,hip_center_y,stay_duration,hip_confidence,is_long_stay,long_stay_alert,hip_detector_state,torso_length,shoulder_width,person_scale,normalization_base,normalization_applied
0.16666666666666669,4,24.61087963485284,STATIC,26.72847610829454,STATIC,92.4217251854726,STATIC,93.63629013733934,STATIC,92.57507603465025,STATIC,90.49047200147982,STATIC,74.81583999190508,STATIC,136.03135011635,STATIC,39.26611672121661,114.29482453342376,HUNCH,FORWARD_TILT,118.09934098875938,RIGHT_TILT,22.523376650612704,HEAD_STATIC,-68.13116668210323,HEAD_STATIC,False,False,,False,0.3254201305452436,0.0,0.3254201305452436,1016.6629791259766,501.4358854293823,0.0,0.9964010119438171,False,,STAYING,96.99002499503744,0.0,96.99002499503744,torso,False
0.5833333333333334,14,30.600376669296924,EXTENSION,32.570180852968484,EXTENSION,88.39377647059885,STATIC,92.6878984483723,STATIC,95.21676728714256,STATIC,92.97350489622676,STATIC,73.3674080915344,STATIC,130.5627878457224,FLEXION,62.194926159103325,155.117491341438,STRAIGHT,FORWARD_TILT,113.95710235546807,LEFT_TILT,-51.4323090597512,HEAD_STATIC,-104.47625854825469,HEAD_STATIC,False,False,,False,0.19512238631310375,0.0,0.26027125842917365,1022.6419067382812,509.8540735244751,0.4166666666666667,0.9967369437217712,False,,STAYING,90.7889210919826,0.0,90.7889210919826,torso,False
0.7083333333333334,17,27.892342136131575,STATIC,39.925509503866515,EXTENSION,96.04371985818909,EXTENSION,95.61191284370754,STATIC,90.81485755709288,STATIC,89.13751095427536,STATIC,59.43788301448429,FLEXION,123.08220975778268,FLEXION,27.627940653180286,88.58314264263029,HUNCH,FORWARD_TILT,108.49122582835666,LEFT_TILT,-112.22478519900645,HEAD_STATIC,-79.44130964931932,HEAD_STATIC,False,False,,False,0.40841981489819873,0.0,0.30965411058551534,1014.2325592041016,494.45388078689575,0.5416666666666667,0.9969713985919952,False,,STAYING,96.85063261776733,0.0,96.85063261776733,torso,False
0.8333333333333334,20,34.14650897993682,EXTENSION,54.674788185457565,EXTENSION,86.12592405177612,FLEXION,92.001826770971,STATIC,95.33694786442574,STATIC,93.31113652094831,STATIC,64.55604797249553,EXTENSION,137.30587600929215,EXTENSION,60.22472793747777,151.81660541446163,STRAIGHT,FORWARD_TILT,71.84632395302582,RIGHT_TILT,37.52002266318714,HEAD_STATIC,-94.89004736670051,HEAD_STATIC,False,False,,False,0.3661672712500494,0.0,0.3237824007516489,1015.21728515625,497.6224708557129,0.6666666666666667,0.9972167313098907,False,,STAYING,92.95052173725718,0.0,92.95052173725718,torso,False
0.8750000000000001,21,27.164076321605332,FLEXION,39.98743938669777,FLEXION,92.41896552194855,EXTENSION,93.5985063361884,STATIC,93.29020255274948,STATIC,91.98710010783691,STATIC,61.378735178232304,STATIC,134.12633336428595,STATIC,43.52810880382016,123.37332317317137,HUNCH,FORWARD_TILT,3.9345930555583397,UPRIGHT,25.173678669591084,HEAD_STATIC,-80.89668238679658,HEAD_STATIC,False,False,,False,0.29577459560668545,0.0,0.3181808397226562,1025.6797790527344,502.54945278167725,0.7083333333333335,0.9972265064716339,False,,STAYING,99.01474479890794,0.0,99.01474479890794,torso,False
0.9166666666666667,22,21.68330186412948,FLEXION,34.42482782645037,FLEXION,94.73140827655912,STATIC,95.28832549519495,STATIC,93.76204739209587,STATIC,91.28895312888129,STATIC,74.82743587876597,EXTENSION,135.04544094604563,STATIC,48.526844541523964,130.6274828684501,HUNCH,FORWARD_TILT,168.35371764040337,LEFT_TILT,32.29210952375956,HEAD_STATIC,-89.21527420919946,HEAD_STATIC,False,False,,False,0.2685459390889465,0.0,0.30990835628370456,1019.7536087036133,501.6288113594055,0.7500000000000001,0.9973215162754059,False,,STAYING,100.87465562488337,0.0,100.87465562488337,torso,False
0.9583333333333334,23,24.282128761752787,STATIC,28.13649101882203,FLEXION,91.12130777666745,STATIC,93.42086603128844,STATIC,93.79026468986838,STATIC,91.47999971687804,STATIC,84.51180140911929,EXTENSION,131.08296622891567,STATIC,52.94275085737113,139.7703466173544,HUNCH,FORWARD_TILT,1.0882449523732958,UPRIGHT,33.66768472528837,HEAD_STATIC,-84.91116678046933,HEAD_STATIC,False,False,,False,0.2384153389450544,0.0,0.2996950680924688,1020.031623840332,501.7561197280884,0.7916666666666667,0.9974318742752075,False,,STAYING,101.40983118127538,0.0,101.40983118127538,torso,False
1.0,24,30.637769438874585,EXTENSION,26.75727341369271,STATIC,90.09105950887931,STATIC,93.5733462164303,STATIC,93.7742198459463,STATIC,91.03222479534739,STATIC,81.4603111731941,STATIC,130.52297716619213,STATIC,50.31624637662399,133.79906158013452,HUNCH,FORWARD_TILT,1.0193063997153358,UPRIGHT,36.47424852588136,HEAD_STATIC,-84.31134754083251,HEAD_STATIC,False,False,,False,0.25752153787386994,0.0,0.29442337681514397,1027.1081161499023,501.80957078933716,0.8333333333333334,0.9972801506519318,False,,STAYING,107.04891285934082,0.0,107.04891285934082,torso,False
1.0416666666666667,25,32.84603623968441,STATIC,28.479697423515958,STATIC,86.65543049944867,STATIC,92.5837397196467,STATIC,94.30021785023415,STATIC,90.78051998761259,STATIC,82.04723746378605,STATIC,135.81374068214453,EXTENSION,55.43624062280578,138.67330491400924,HUNCH,FORWARD_TILT,154.60067721404766,LEFT_TILT,32.361918457969786,HEAD_STATIC,-80.70081208779193,HEAD_STATIC,False,False,,False,0.23531212102929996,0.0,0.28785545950560576,1024.5659637451172,504.50647830963135,0.8750000000000001,0.9974146485328674,False,,STAYING,103.4551570651955,0.0,103.4551570651955,torso,False
1.0833333333333335,26,32.78279611877778,STATIC,30.111609998856167,STATIC,86.65081955835483,STATIC,92.04012462198493,STATIC,94.6785395370361,STATIC,91.23008009532171,STATIC,87.09655352566162,EXTENSION,138.48266376556077,STATIC,56.009164694817876,138.49075515926359,HUNCH,FORWARD_TILT,166.2790960989945,LEFT_TILT,29.800951843539423,HEAD_RIGHT_TURN,-77.4165015813867,HEAD_UP_NOD,True,True,,False,0.23444462254648565,0.0,0.28251437580969374,1028.1791305541992,505.7183861732483,0.9166666666666669,0.997550368309021,False,,STAYING,105.02560785571343,0.0,105.02560785571343,torso,False
